#IMUInit_ms,ScaleRef_ms
1.283504,0.000000
1.054750,0.000000
1.246568,0.000000
0.922840,0.000000
1.461164,0.000000
0.942833,0.000000
1.350107,0.000000
0.963649,0.000000
1.597393,0.000000
1.096471,0.000000
1.342134,0.000000
1.283073,0.000000
1.577816,0.000000
2.032906,0.000000
1.736782,0.000000
1.029749,0.000000
1.761447,0.000000
