#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
2.319673,3,1,0,674
3.772023,4,1,0,666
4.295676,3,1,0,1280
6.559413,4,1,0,1724
7.770809,5,1,0,1703
5.354338,6,1,0,1401
1.574026,3,1,0,407
2.377241,3,1,0,847
3.285402,4,1,0,1038
5.106917,5,1,0,979
2.160696,3,1,0,613
2.166366,4,1,0,601
2.514818,3,1,0,727
3.899521,4,1,0,1212
5.468591,5,1,0,1666
7.426838,6,1,0,2220
14.915099,7,1,0,2666
10.964090,8,1,0,3176
12.499715,9,1,0,3607
12.690803,10,1,0,3584
21.203388,0,0,0,0
20.433705,0,0,0,0
16.354580,0,0,0,0
17.811660,0,0,0,0
26.276904,0,0,0,0
23.876651,0,0,0,0
24.229458,0,0,0,0
25.587689,0,0,0,0
27.882860,0,0,0,0
43.304379,0,0,0,0
35.864511,0,0,0,0
49.187340,0,0,0,0
35.556873,0,0,0,0
35.764681,0,0,0,0
36.892680,0,0,0,0
38.629024,0,0,0,0
40.486489,0,0,0,0
39.664231,0,0,0,0
36.993359,0,0,0,0
37.435248,0,0,0,0
39.945200,0,0,0,0
40.084912,0,0,0,0
45.048177,0,0,0,0
5.112645,3,1,0,913
4.118199,3,1,0,1009
3.052367,4,1,0,859
3.723394,5,1,0,1083
6.529629,6,1,0,1291
5.783778,7,1,0,1675
6.528822,8,1,0,1855
10.656380,9,1,0,1995
9.456838,10,1,0,2116
13.621436,0,0,0,0
9.899761,0,0,0,0
11.431998,0,0,0,0
13.523164,0,0,0,0
13.721802,0,0,0,0
15.306164,0,0,0,0
16.810322,0,0,0,0
18.323619,0,0,0,0
19.837505,0,0,0,0
21.398895,0,0,0,0
23.150436,0,0,0,0
25.163172,0,0,0,0
28.100822,0,0,0,0
36.499395,0,0,0,0
31.138189,0,0,0,0
37.355420,0,0,0,0
34.767998,0,0,0,0
34.458126,0,0,0,0
34.688516,0,0,0,0
37.617214,0,0,0,0
35.356940,0,0,0,0
35.749815,0,0,0,0
37.250059,0,0,0,0
37.034195,0,0,0,0
37.666938,0,0,0,0
41.440669,0,0,0,0
40.066656,0,0,0,0
40.529585,0,0,0,0
39.748486,0,0,0,0
40.434399,0,0,0,0
45.417805,0,0,0,0
44.054013,0,0,0,0
40.689411,0,0,0,0
41.141948,0,0,0,0
41.393114,0,0,0,0
41.174252,0,0,0,0
47.453666,0,0,0,0
49.324929,0,0,0,0
40.531942,0,0,0,0
39.199996,0,0,0,0
45.324904,0,0,0,0
44.045649,0,0,0,0
40.690196,0,0,0,0
47.628566,0,0,0,0
43.303517,0,0,0,0
43.600534,0,0,0,0
42.032712,0,0,0,0
44.871706,0,0,0,0
