#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
4.853719,3,1,0,669
3.278875,4,1,0,677
5.313547,3,1,0,1280
9.107979,4,1,0,1712
11.463215,5,1,0,1676
4.501292,6,1,0,1430
2.378438,3,1,0,422
5.673919,3,1,0,857
4.483615,4,1,0,1041
4.096681,5,1,0,927
3.253152,6,1,0,1010
2.853470,3,1,0,572
1.944056,4,1,0,612
5.178301,3,1,0,635
6.850560,4,1,0,1219
6.447243,5,1,0,1762
13.060324,6,1,0,2223
9.953919,7,1,0,2791
10.858975,8,1,0,3284
11.498720,9,1,0,3415
12.488618,10,1,0,3479
13.849865,0,0,0,0
15.545164,0,0,0,0
15.348997,0,0,0,0
24.201964,0,0,0,0
18.768581,0,0,0,0
21.896324,0,0,0,0
23.046590,0,0,0,0
25.198742,0,0,0,0
27.338076,0,0,0,0
42.831333,0,0,0,0
34.653455,0,0,0,0
36.763155,0,0,0,0
34.139971,0,0,0,0
34.577588,0,0,0,0
33.457588,0,0,0,0
34.081624,0,0,0,0
32.162178,0,0,0,0
34.361608,0,0,0,0
35.859570,0,0,0,0
34.460085,0,0,0,0
34.490711,0,0,0,0
36.476373,0,0,0,0
2.446204,3,1,0,824
4.839502,4,1,0,1115
7.332517,5,1,0,1302
4.718405,6,1,0,1519
6.132335,7,1,0,1790
6.984222,8,1,0,2003
8.614714,9,1,0,2150
8.435655,10,1,0,2205
14.069662,0,0,0,0
9.146649,0,0,0,0
11.817950,0,0,0,0
13.337089,0,0,0,0
13.559231,0,0,0,0
14.623470,0,0,0,0
15.696969,0,0,0,0
18.575134,0,0,0,0
19.665416,0,0,0,0
20.083122,0,0,0,0
21.570702,0,0,0,0
23.421526,0,0,0,0
25.603919,0,0,0,0
25.966371,0,0,0,0
34.873477,0,0,0,0
32.070781,0,0,0,0
30.956100,0,0,0,0
31.490981,0,0,0,0
32.548013,0,0,0,0
31.366954,0,0,0,0
32.955226,0,0,0,0
35.769980,0,0,0,0
31.970926,0,0,0,0
34.177322,0,0,0,0
33.872500,0,0,0,0
35.527069,0,0,0,0
37.669409,0,0,0,0
37.724325,0,0,0,0
37.904966,0,0,0,0
