#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
3.205793,3,1,0,724
3.557116,4,1,0,675
4.707313,3,1,0,1285
7.210691,4,1,0,1780
5.391697,5,1,0,1779
6.661611,6,1,0,1515
1.930100,3,1,0,689
5.766484,4,1,0,1558
7.679858,5,1,0,1615
4.377354,3,1,0,1030
1.909611,3,1,0,629
3.186113,3,1,0,937
5.242699,3,1,0,819
2.786866,4,1,0,862
5.246825,5,1,0,1192
3.579991,6,1,0,1564
12.322598,7,1,0,2155
8.393331,8,1,0,2642
9.154454,9,1,0,3159
11.636589,10,1,0,3545
13.949565,0,0,0,0
15.105418,0,0,0,0
16.320236,0,0,0,0
18.425335,0,0,0,0
19.744494,0,0,0,0
21.221892,0,0,0,0
22.736332,0,0,0,0
24.914204,0,0,0,0
27.127270,0,0,0,0
28.262616,0,0,0,0
30.335064,0,0,0,0
33.832140,0,0,0,0
36.354445,0,0,0,0
54.720093,0,0,0,0
36.950309,0,0,0,0
37.273414,0,0,0,0
36.699765,0,0,0,0
38.099776,0,0,0,0
39.932167,0,0,0,0
37.909925,0,0,0,0
41.573054,0,0,0,0
40.147008,0,0,0,0
44.356567,0,0,0,0
39.980583,0,0,0,0
40.600294,0,0,0,0
42.328082,0,0,0,0
39.305984,0,0,0,0
40.636672,0,0,0,0
39.860100,0,0,0,0
40.785558,0,0,0,0
44.368719,0,0,0,0
57.792986,0,0,0,0
42.763093,0,0,0,0
43.212196,0,0,0,0
43.222299,0,0,0,0
43.559534,0,0,0,0
42.857716,0,0,0,0
43.462487,0,0,0,0
43.363928,0,0,0,0
47.182911,0,0,0,0
46.106346,0,0,0,0
44.660269,0,0,0,0
44.335970,0,0,0,0
45.179701,0,0,0,0
48.643286,0,0,0,0
43.697221,0,0,0,0
46.542140,0,0,0,0
50.207299,0,0,0,0
50.860999,0,0,0,0
63.043637,0,0,0,0
47.304073,0,0,0,0
46.221810,0,0,0,0
41.558861,0,0,0,0
42.787082,0,0,0,0
43.982953,0,0,0,0
42.836818,0,0,0,0
41.391318,0,0,0,0
44.001772,0,0,0,0
42.258057,0,0,0,0
43.415924,0,0,0,0
42.063813,0,0,0,0
42.532120,0,0,0,0
41.353456,0,0,0,0
56.071276,0,0,0,0
43.867079,0,0,0,0
40.913040,0,0,0,0
41.583763,0,0,0,0
43.055131,0,0,0,0
41.996786,0,0,0,0
45.470837,0,0,0,0
43.460073,0,0,0,0
42.837630,0,0,0,0
42.583665,0,0,0,0
43.283047,0,0,0,0
47.728779,0,0,0,0
44.130115,0,0,0,0
42.838531,0,0,0,0
46.798536,0,0,0,0
44.444805,0,0,0,0
41.973306,0,0,0,0
42.979184,0,0,0,0
43.595251,0,0,0,0
43.495996,0,0,0,0
45.342454,0,0,0,0
42.990597,0,0,0,0
44.381085,0,0,0,0
44.789196,0,0,0,0
43.884952,0,0,0,0
48.424096,0,0,0,0
47.022987,0,0,0,0
49.676222,0,0,0,0
45.454828,0,0,0,0
49.983157,0,0,0,0
46.794594,0,0,0,0
50.957487,0,0,0,0
46.742158,0,0,0,0
45.576113,0,0,0,0
45.020611,0,0,0,0
49.183554,0,0,0,0
44.725166,0,0,0,0
45.151465,0,0,0,0
44.846383,0,0,0,0
46.375964,0,0,0,0
50.094845,0,0,0,0
49.113019,0,0,0,0
47.453801,0,0,0,0
47.407124,0,0,0,0
50.324308,0,0,0,0
48.084124,0,0,0,0
45.872095,0,0,0,0
44.933720,0,0,0,0
45.278526,0,0,0,0
43.757096,0,0,0,0
51.487814,0,0,0,0
43.616020,0,0,0,0
42.935945,0,0,0,0
42.373116,0,0,0,0
42.388939,0,0,0,0
42.593445,0,0,0,0
44.122982,0,0,0,0
